NUM_RAW_TOKENS_MATCHING_IN_OUT,NUM_TOKENS_IN_ANSWER,NUM_TOKENS_IN_SENTENCE,PERCENT_RAW_TOKENS_MATCHING_IN_OUT,PERCENT_TOKENS_IN_ANSWER,QuestionID,RATING
2,2,49,1.0,0.0408163265306,292014f4-60ff-4b60-8f52-54b5a0dc6fe5,-0.5
1,1,51,1.0,0.0196078431373,d82f80c8-b298-45d7-86be-3493289a7cfa,3.5
1,1,24,1.0,0.0416666666667,b8f7c799-3ad9-4b55-98f6-d5f2f6382bc0,1.5
1,1,36,1.0,0.0277777777778,a8df467d-19f2-4fbe-83e3-a049aab4e57e,-4.0
1,1,52,1.0,0.0192307692308,65bb89ac-7ad1-4427-8a83-aa5665114139,-4.0
3,3,17,1.0,0.176470588235,46c876ea-3680-41d5-b4f7-16e726b88441,4.0
1,2,18,0.5,0.111111111111,bc4de270-9d0b-4494-96cb-a82e017cef50,1.5
0,1,21,0.0,0.047619047619,4fa3002e-b4ee-4d93-a0dc-d2376588b28b,4.0
12,12,21,1.0,0.571428571429,db4dcaee-9215-4f32-8dfe-6f77d9d9a738,-0.5
3,3,25,1.0,0.12,f747f995-e34a-4d81-b52f-4d5505d6dd33,3.0
11,12,15,0.916666666667,0.8,8d9b5b0a-c72a-4cf6-b93b-9e57046212c2,-4.0
1,1,16,1.0,0.0625,02f4bf26-c755-4b9e-a7b8-48c132840743,-2.5
2,3,15,0.666666666667,0.2,c3ace9f3-f4b2-4a97-9f5a-2f67279c0ba1,3.5
5,5,19,1.0,0.263157894737,f0013685-a18b-4f40-978b-84ab75d5eeb7,0.5
3,3,7,1.0,0.428571428571,bc5647a5-9a72-4275-858f-b48e2abd2351,1.5
1,1,15,1.0,0.0666666666667,98edbe11-24af-4158-aa3a-cf8b4a4c6532,-4.0
2,2,13,1.0,0.153846153846,04d0b68e-74b3-4ab3-bd13-ea9d1084b8bd,3.5
0,1,35,0.0,0.0285714285714,ed45e365-82b2-47d9-98ba-422c2053e997,4.0
7,8,15,0.875,0.533333333333,f0b3ec25-9290-41c1-978a-6e846ea71a53,1.0
3,3,24,1.0,0.125,c301a5d0-6ce7-41a5-bab6-59459850d296,1.0
4,4,43,1.0,0.093023255814,4c633001-15fd-46f3-9f32-24d25dc20509,4.0
0,1,17,0.0,0.0588235294118,801e42ba-0784-48a0-b605-6111fe7ba178,2.0
1,2,17,0.5,0.117647058824,b1788afb-846b-4e95-9e34-8c46ee52f226,3.5
2,2,21,1.0,0.0952380952381,f4aa3b0b-9043-4e0a-9a5d-551bff068c4c,4.0
7,7,40,1.0,0.175,e61ea307-75e3-46fc-86a2-796d6c8dd5d1,3.0
1,1,19,1.0,0.0526315789474,b74e7540-7e77-4579-bafb-192c6ab5b31e,-2.5
3,3,30,1.0,0.1,f02153db-6564-4e19-be07-3a3055f89fbc,-0.5
1,1,20,1.0,0.05,b4e65e4d-9b78-4cb2-9862-cd61ace0de2d,-2.5
1,1,11,1.0,0.0909090909091,ba7556a0-6647-4c25-9bcd-2440e7edda8e,3.5
2,2,53,1.0,0.0377358490566,033e201d-9ca7-4b0e-aad8-2657f8938dc7,3.5
1,2,17,0.5,0.117647058824,c358bda9-771c-414a-87ee-1d42b01d3ba3,4.0
1,1,17,1.0,0.0588235294118,b63fa857-ffdd-4885-b1c2-923732e78179,-4.0
14,15,22,0.933333333333,0.681818181818,88a6fe0c-4c84-4a9e-bff4-f33bb6ad18b8,-2.5
7,8,42,0.875,0.190476190476,d69d974a-9d27-471b-98d1-10bf33314e38,0.5
4,5,20,0.8,0.25,73a1af99-f8f3-44c2-87d7-3761d2f45842,3.5
5,5,11,1.0,0.454545454545,d43723c7-62ee-4835-ac36-3f4d69ecd22a,1.0
1,1,18,1.0,0.0555555555556,734e84b2-2f29-4f73-b43d-17c76942e272,-2.0
5,5,31,1.0,0.161290322581,583b086d-bd3b-4622-83ff-94453be356b4,4.0
0,1,18,0.0,0.0555555555556,bdd3b83e-54f7-4014-a80c-7cc8f88aba9c,3.0
1,1,31,1.0,0.0322580645161,fbf36238-7b70-40d0-8cb9-fdb37a7219ff,-2.5
2,2,10,1.0,0.2,384cac2b-0190-41fa-9f02-b5f79d67aa76,-0.5
2,2,42,1.0,0.047619047619,db5db3b7-7c3c-4191-b140-e042e9a61dab,3.5
2,2,23,1.0,0.0869565217391,4d425a8b-9e91-4bf9-87f3-0c51e315face,-0.5
0,1,12,0.0,0.0833333333333,cb72f7b5-a947-45ac-b150-6464b07f1dd4,3.5
5,6,49,0.833333333333,0.122448979592,a1cf5202-4c08-42df-8388-dc303e6447c4,3.0
3,3,25,1.0,0.12,55da9a76-7e4e-4f4b-9088-e081cf2a19c6,-1.0
0,1,25,0.0,0.04,2910810c-053c-4176-8daa-fda5357cfb10,3.5
1,1,14,1.0,0.0714285714286,a088e10a-6a5f-4e9c-b659-dc86f43145a6,-2.5
3,3,12,1.0,0.25,3271a2b5-3188-44dc-b461-abc6f044221a,3.5
10,11,37,0.909090909091,0.297297297297,5889d7e9-60f1-4750-b304-700014866e1f,1.0
5,6,25,0.833333333333,0.24,e451bd5a-1d3a-41c0-aa3d-2fb972d70071,-1.0
1,1,12,1.0,0.0833333333333,8d5bd7f1-d987-4466-9ab0-d0ee7efdcabf,-0.5
7,7,37,1.0,0.189189189189,a8d3a205-14f4-49e8-b0d4-3a11808f0a91,-0.5
16,17,23,0.941176470588,0.739130434783,7d7c97a1-1545-44cd-af36-b4638282788f,-1.0
1,1,31,1.0,0.0322580645161,d680c387-ca5c-468b-9cdb-e77a7cd337ae,-0.5
1,1,9,1.0,0.111111111111,7a91b8a1-3a36-4fef-9778-b2a613f7093c,0.0
2,3,37,0.666666666667,0.0810810810811,bc6b0f24-5cb8-444b-ba60-579f6a504bb2,3.0
1,1,33,1.0,0.030303030303,e33a4c2c-888f-4342-b0d2-f94a7d821e27,-4.0
0,1,44,0.0,0.0227272727273,e2ad1f98-ad15-4109-8206-097515b4c72a,3.5
2,3,40,0.666666666667,0.075,94a0ac56-db1d-4c08-af36-1bb7aa639f0f,-2.5
0,1,18,0.0,0.0555555555556,44bb5770-96df-4f09-946e-dc17202f1957,4.0
1,1,9,1.0,0.111111111111,cad3ea7c-7833-4797-9745-e3eaf4074419,3.5
4,4,14,1.0,0.285714285714,73bb634a-4bc5-434a-880e-76f723b75da3,3.0
1,1,15,1.0,0.0666666666667,5042842a-f4ec-484d-b895-8a562b99dc68,-4.0
2,2,12,1.0,0.166666666667,fea13139-4c39-44e1-9818-78c8ea38bc1c,3.5
1,1,21,1.0,0.047619047619,563cca7a-8557-49c7-852b-5bd2433377cb,-2.5
3,4,24,0.75,0.166666666667,10bf3bba-227d-44d3-b6c2-83cf98c99b7e,4.0
8,8,20,1.0,0.4,f945e630-ebbe-49c7-8523-9f4419c7eaa0,3.0
3,3,18,1.0,0.166666666667,9a1fb791-84eb-4148-8c5c-5127b89531a3,2.5
3,3,55,1.0,0.0545454545455,55b56913-d1e5-48dd-92be-711b85c13c8e,4.0
5,6,14,0.833333333333,0.428571428571,78751d1e-832f-4f74-87f3-06835d502ed4,-0.5
3,3,16,1.0,0.1875,3fee51f1-a78e-4aa5-a8c1-345fa40085c9,3.5
2,2,18,1.0,0.111111111111,9af5ba88-7a4d-4551-86a6-a741fe2906bd,-4.0
8,9,29,0.888888888889,0.310344827586,8e8b35e9-4bed-44fc-8206-e1b8ea03f4c1,1.0
6,6,37,1.0,0.162162162162,56eafd7b-62d8-4192-a11b-1d87ddadc194,3.0
4,4,24,1.0,0.166666666667,f59b8d30-8aa9-4fa4-8c2e-4d89a3644fc4,3.0
1,1,24,1.0,0.0416666666667,3bb88a7b-605b-42e3-b0af-ac1ce4294c0c,1.5
5,5,20,1.0,0.25,f49a8452-50b7-4a6b-80ec-27773544b795,1.0
1,1,21,1.0,0.047619047619,a7263e45-492d-471b-b0d1-39ee28f0e45f,-1.0
10,10,19,1.0,0.526315789474,250785a4-f650-411b-9bfa-f1235cf63ac2,-1.0
0,1,18,0.0,0.0555555555556,912a8344-51b5-4afb-841b-15f4544027c6,3.5
3,3,18,1.0,0.166666666667,541d05b2-ba52-4601-8d6c-8abc9c82286f,-0.5
5,6,17,0.833333333333,0.352941176471,db35ef93-13e1-46df-b6f5-e26ce887746d,3.0
0,2,32,0.0,0.0625,8e452cd8-04a2-4c35-b74d-a0369b2033a6,3.0
9,10,12,0.9,0.833333333333,20dad26a-7e54-4761-a0ae-519f572c07de,-2.5
1,1,27,1.0,0.037037037037,0ca777db-255e-4f74-bc2a-a1899928f83f,0.5
1,1,30,1.0,0.0333333333333,f4cc0238-fb21-458f-ade6-c8085e4408f4,3.5
4,4,22,1.0,0.181818181818,e45bf678-9b89-44f9-9616-00350c7a2923,3.5
2,2,21,1.0,0.0952380952381,0c8c39b0-497d-4922-964b-1d427d791924,-2.5
2,2,26,1.0,0.0769230769231,4b6f1fa6-66c5-40da-9f11-6a65ff5d6480,3.5
2,3,27,0.666666666667,0.111111111111,7e238944-9b77-4a4d-8045-4b01e7711d83,0.5
1,1,28,1.0,0.0357142857143,73a90dc3-4ecc-49b7-bd53-16fdd1b83dd6,-1.0
6,6,22,1.0,0.272727272727,26dbf6bd-272e-45bd-b316-c187e4eee46e,-1.0
1,1,40,1.0,0.025,84bed319-671e-4a92-b852-70f7aa05decb,-2.0
3,4,8,0.75,0.5,d65a9da7-7eca-47f3-a9ea-6f0bd164c369,1.5
0,1,17,0.0,0.0588235294118,1413dec5-101c-4355-b41f-76b93e638758,1.5
1,1,36,1.0,0.0277777777778,89e077ec-b1ee-464a-beb8-bb1818845bfd,1.5
2,2,14,1.0,0.142857142857,57d35cce-cf3d-47d6-b1a3-35910e410e88,3.5
2,2,4,1.0,0.5,432bcf77-c5c4-4620-935e-215a4157b39d,-0.5
1,1,36,1.0,0.0277777777778,0a501b59-5de8-4d45-a0a1-15a89de72678,3.5
1,1,38,1.0,0.0263157894737,aef15825-9acb-42cb-b285-91cdb0c26ab0,-2.0
2,2,33,1.0,0.0606060606061,d899026b-e6aa-4828-ab3d-43e981f86a4e,3.5
0,1,25,0.0,0.04,c53c90cb-f624-46c2-b8e8-d40d8dc3af3e,-2.0
1,1,16,1.0,0.0625,b95ab2c9-b0de-4538-bd91-99a4c599a55e,4.0
9,10,55,0.9,0.181818181818,6e3aecac-fb69-4e6e-b0ed-c92749ecaf12,-1.0
2,2,33,1.0,0.0606060606061,26a0c0cc-8a79-45cb-942f-51afd71c7ce0,2.5
12,12,30,1.0,0.4,4045fe9f-6a2d-4be7-9ef1-51d62b9213ea,-0.5
4,4,16,1.0,0.25,b500741e-f5a2-4263-97c5-85c4799d60d6,-0.5
2,3,6,0.666666666667,0.5,f48c5ae1-698f-498b-8088-a6e175928245,-0.5
1,1,45,1.0,0.0222222222222,537dad8f-02ec-4b9a-baec-a5efbd165cfb,1.5
8,9,13,0.888888888889,0.692307692308,0cccf80f-c8e4-4111-a23d-ea9fa414ceb5,3.0
2,2,29,1.0,0.0689655172414,3fddfbc4-9391-496a-8a17-7a4f1cbb4390,-2.0
1,1,40,1.0,0.025,c4eceaf8-40e5-410e-ad3b-0d9075897207,4.0
1,2,37,0.5,0.0540540540541,b4117a5c-d840-410f-a971-7c64bdbed937,3.0
1,2,4,0.5,0.5,bb735d4b-5669-4355-8a94-0a86868346b7,-0.5
1,1,20,1.0,0.05,a8a8aae2-ed5a-4cf0-ad3b-272ab9ec3476,-2.5
1,1,33,1.0,0.030303030303,bef7a8be-7c06-4289-94a0-8b90d92e228c,-0.5
1,1,27,1.0,0.037037037037,ff314061-c36c-42de-a4f2-c9501169df07,1.5
1,1,30,1.0,0.0333333333333,8df2260a-8e69-4ef6-929b-54df17d1b49d,2.0
1,1,15,1.0,0.0666666666667,c85f1997-e5f5-44a2-9f76-c74520184693,1.0
4,5,21,0.8,0.238095238095,c39c0287-6088-4501-8060-ed07b38a6901,2.0
1,1,12,1.0,0.0833333333333,d1a3bd82-725d-49e4-a90e-d294f0869ea4,-2.0
1,2,6,0.5,0.333333333333,b6a47c42-0d2c-4634-94c4-c8b4a36e65ca,4.0
1,2,31,0.5,0.0645161290323,1fff8bfd-c328-4b85-b052-26cf23d79e38,-2.5
1,1,23,1.0,0.0434782608696,a2de4774-e1ce-4b80-85c3-454287477de4,3.0
1,1,23,1.0,0.0434782608696,66ab951e-4ef7-4470-9283-5b71d9629ee7,4.0
4,4,22,1.0,0.181818181818,e9a737f5-3fe0-44fa-b086-ba6830f41a55,2.5
12,12,16,1.0,0.75,e0f320f0-e6e0-49f1-a4e5-000d396db1ac,-2.5
1,1,16,1.0,0.0625,6945cbbc-8b18-4f96-b7e5-bc573068aeb2,4.0
1,1,16,1.0,0.0625,a3cf2b42-c745-427a-806e-2f1a694aad9d,-1.0
1,1,23,1.0,0.0434782608696,13884252-93ed-4e96-974d-469a93f00038,-2.0
2,2,9,1.0,0.222222222222,2b1c9fbc-ccfe-4aa3-977c-0cca3d34954b,4.0
0,1,6,0.0,0.166666666667,2f5a20a1-e324-4385-b16e-1602357da9dd,4.0
2,2,35,1.0,0.0571428571429,a11c3ae2-97f7-42b0-b658-60620a62ae36,2.0
2,2,26,1.0,0.0769230769231,c9f17b89-9af3-443b-8291-accd61cecd14,3.5
2,2,15,1.0,0.133333333333,ab87701b-915e-47cb-bbb8-ad67734974a7,0.0
11,11,23,1.0,0.478260869565,f878b5be-725e-4e35-837d-38ec6be29643,-2.5
3,3,44,1.0,0.0681818181818,a01f9c60-d03d-4598-8f9d-605d865cdb6c,3.5
1,1,15,1.0,0.0666666666667,f5371508-74dc-48b9-9ebe-6b108102af85,-0.5
1,1,21,1.0,0.047619047619,d75bc585-d43a-4163-9240-ee4b1dbb5635,-2.5
2,3,18,0.666666666667,0.166666666667,a0bab118-af34-42bf-8925-32389bf09bdd,3.5
1,1,37,1.0,0.027027027027,d1b413a5-3d5b-4b15-b90c-2e1a47234810,3.5
2,2,18,1.0,0.111111111111,8ebfd557-5cb5-42f1-b35a-8eb79dcca43e,4.0
1,1,18,1.0,0.0555555555556,46b86e25-fe5b-41db-81ed-6d8b13d2910c,-4.0
4,4,31,1.0,0.129032258065,11ed10a6-91cd-4e5f-b770-8dd884b35ec5,3.5
1,1,25,1.0,0.04,a0357284-32e1-4a7c-a3ad-61726f8db6be,-2.0
3,3,24,1.0,0.125,57dcae68-a983-492c-a0d2-5fa551eb6fd9,3.0
2,2,15,1.0,0.133333333333,0e76528b-d558-4d05-a44c-c63748bb4b36,1.5
2,2,42,1.0,0.047619047619,850e834a-e95d-4a10-ace8-8fcc6c93e09e,0.5
3,4,18,0.75,0.222222222222,30129d42-721e-403f-a746-786b3e7256f0,3.5
1,1,29,1.0,0.0344827586207,ef7043d6-fdbd-4151-8f9a-59f446134db6,2.5
3,3,31,1.0,0.0967741935484,9486b2ed-4510-44c3-a797-88221618d68a,1.5
1,1,20,1.0,0.05,5bd5f7dd-15a4-4f8e-9a46-06ef33fb7d4f,3.5
1,1,16,1.0,0.0625,8c50ee88-95a1-4583-b415-04062718d297,1.5
3,3,23,1.0,0.130434782609,7d5c1e52-c7f8-47e4-a61c-a95c4f512f9d,1.5
1,2,31,0.5,0.0645161290323,265280d2-30d3-4f25-bbb4-5b20dc0046a7,4.0
3,3,13,1.0,0.230769230769,052954b0-a23c-49b1-8903-0ed8f317c180,4.0
8,9,16,0.888888888889,0.5625,315b6e94-581f-433a-ac65-f753a0fabe68,-2.5
4,4,17,1.0,0.235294117647,108c8872-dd59-4f3e-b23d-991a0b70a0ee,2.5
1,2,11,0.5,0.181818181818,022541db-9d0a-47fc-8bd5-60a56abb8707,4.0
1,1,18,1.0,0.0555555555556,e7951023-c5db-441f-bbd6-d4bd3d95b1e2,4.0
2,2,23,1.0,0.0869565217391,d4c19304-62ee-4370-bcd5-8c33e3a1f0c7,-0.5
1,1,15,1.0,0.0666666666667,c44ff9c7-4c16-462c-b91b-c8837ee5fe19,4.0
4,4,37,1.0,0.108108108108,c94dbf91-1d75-4811-8644-ff9751bb8fe9,4.0
2,2,30,1.0,0.0666666666667,767b7922-4a5b-4402-ba61-d74f98eaa6e1,-2.0
1,1,28,1.0,0.0357142857143,077d4652-244a-4b22-9507-3e8ced17a56c,-0.5
2,3,19,0.666666666667,0.157894736842,fdcc685a-ff65-45bd-800f-b33160e6f795,4.0
6,7,21,0.857142857143,0.333333333333,f6844372-3eca-412b-a868-6923decb3e41,2.0
1,1,23,1.0,0.0434782608696,ae99d8ea-35d7-4587-8561-05c74cee0850,-2.5
2,2,23,1.0,0.0869565217391,92b8e61f-5302-44d1-b91b-5f7e24f6b5de,-0.5
3,3,10,1.0,0.3,76635663-c57b-4e50-a1fb-f9ff56568303,4.0
1,1,55,1.0,0.0181818181818,7a03170d-3f5a-4d51-9a11-eee6b0bbef77,1.5
1,2,25,0.5,0.08,392d26c0-4b12-4d9f-962a-727d0dba4146,1.0
2,2,20,1.0,0.1,e1139c62-824b-44cb-9782-92104e6b198b,3.0
2,2,24,1.0,0.0833333333333,6fb81500-7dea-42f9-ac1f-d6268e47cdfc,-4.0
11,12,17,0.916666666667,0.705882352941,14a9e401-7d2b-476c-9b2b-341acb2e15e7,1.0
5,5,9,1.0,0.555555555556,eb61b5fc-deda-49e7-a3c7-6c7fc2b9caf8,-1.0
1,1,12,1.0,0.0833333333333,b34132e0-73bc-4543-862d-1a8e2d76daa1,0.0
1,1,22,1.0,0.0454545454545,6296f504-8a30-46d7-b00d-a6343d5d7420,-0.5
1,1,19,1.0,0.0526315789474,0b350515-e6db-4c28-aaee-924d493f5593,4.0
1,1,21,1.0,0.047619047619,c4746830-bfb8-4ca3-be97-e6f7dc0df4de,3.5
7,7,36,1.0,0.194444444444,a4afea85-278b-47ea-aad1-e149509049af,3.5
1,2,36,0.5,0.0555555555556,5f47bdb2-da4a-442b-afec-f8c82f80d3be,0.0
3,3,26,1.0,0.115384615385,b5a96398-d661-45d4-aea1-dad973d170f7,3.0
4,4,18,1.0,0.222222222222,9c54b024-f85b-4dc8-886b-4a371c52eaf5,2.0
2,2,23,1.0,0.0869565217391,fdb40ca2-a3e4-40fc-9cf4-1b8073a53131,4.0
